Donor,TIMP1,LCN2,IFITM1,CXCL10,CHI3L1,SOD2,IER3,IL6,CCL2,SLPI,CCL11,CSF3,MT2A
Donor118,2.0992132353783406,2.0136533743678307,1.3021762495363598,-0.13703419021284002,0.5207330352826149,0.7158390409419306,-0.45913648822449105,0.32400556658084767,-0.8758951609922248,-0.3982894037876443,-1.049441287729394,-0.7283984272206032,-0.6054004417996905
Donor142,2.7298316502484115,-0.14135064847222178,0.265380455309125,2.035836473332111,1.8473867015583991,0.3349961372518999,-0.41997552065035926,0.7435660230364878,1.0679812615242543,0.8186287171617401,0.3161079518304044,1.170056660140001,-0.5844809806415725
Donor170,0.26060450694691006,0.8603796801400767,0.877051845871347,-0.31624521465111766,0.39858544206370894,-0.4616472657420738,0.5641803751562193,-0.31810514871399675,-0.6708150144357896,0.010263452884375468,-0.6599776536858082,-0.8279211501818571,-1.2115124289709271
Donor278,1.4374507156302068,-0.02750013856017297,1.2109506002786228,0.9551483797805798,0.2385958159729915,0.6158879447354844,-0.06788093332039935,-0.0540362403238035,-0.4296312016856927,-0.44573373508450587,-0.588612470030208,-0.6735067284493486,0.36170126491779797
Donor280,1.2912084438050027,1.5010386048654532,1.0858604829966687,1.5915279592858589,0.7301182656203853,0.5292755931076005,-0.01863411745269339,-0.36338451958840245,-0.83558744128496,-0.9151060974875227,-0.801912629864777,-1.091206497877275,-1.398604671961845
Donor64,2.4906635753010677,1.6765809675507626,1.778416687459444,0.07107083424619276,-0.14108039438306008,0.05663408617761245,1.0516769099177852,-0.7292303933829105,-0.31691302470042526,-0.8017178452091205,-1.2114192557014487,-1.1597805743563256,-0.9200180010864321
Donor7,1.1804807423005252,1.8663185110920741,1.0823491924284667,0.861205692626787,0.9105618045670489,0.7447570615175687,-0.2057857683190285,-0.0695899687342516,0.1555640332570043,1.468043567908503,0.18608035187774963,-0.33298779663383105,-1.2673884602106007
Donor73,1.6655812242553765,1.197042405826962,0.5616588253957504,0.6191328187245819,0.610692547885809,0.42497232813285457,0.2931733683488771,-0.38108078338274076,0.10863434805486527,-0.7475172878351426,-0.17180407932643327,-0.5692759104635181,-1.7703157583273157
