"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","contrast"
5.45882694705251,0.422556721764319,9.35934887761237,1.78749904157747e-11,2.42635119903726e-07,14.398398583923,"Saa2","tumor_vs_healthy_24h"
4.93568691600609,0.475621316281692,8.51871194802964,2.12490478387164e-10,1.44217287681368e-06,12.397928750681,"Chil1","tumor_vs_healthy_24h"
5.23851284896693,0.852412528357593,7.76324972033059,2.10791817534107e-09,9.53762710402656e-06,10.5037436795943,"Saa1","tumor_vs_healthy_24h"
4.86557635164193,0.666783018182829,7.41433859342597,6.20335189007074e-09,2.10510746389551e-05,9.60070839939213,"Slpi","tumor_vs_healthy_24h"
3.55854670872393,-0.275422015547446,7.17495022481147,1.30901486029787e-08,3.55371354273666e-05,8.97182358200683,"Gm14275","tumor_vs_healthy_24h"
5.55083837524319,4.67197196828714,7.1166539425848,1.57117178718085e-08,3.55451430653213e-05,8.81760381343898,"Lcn2","tumor_vs_healthy_24h"
5.35915838717868,1.13613686371013,6.80037508440229,4.24776617635375e-08,8.23702543968941e-05,7.97414682613658,"Nos2","tumor_vs_healthy_24h"
5.09583768421804,8.65560199844354,6.63585479443841,7.14339802877767e-08,0.000121205606053285,7.53126225588193,"Saa3","tumor_vs_healthy_24h"
4.1952103199632,0.738766152864918,6.54467839045268,9.53393330509245e-08,0.00014379290075925,7.28472534588486,"Hp","tumor_vs_healthy_24h"
2.36074037309536,7.2799866554437,6.38837860581032,1.5651213961605e-07,0.000212449578314827,6.86045464688565,"Sod2","tumor_vs_healthy_24h"
3.4600472289341,4.70825615436081,6.30471679839457,2.04143832351227e-07,0.000251913489121415,6.63258012122065,"Cp","tumor_vs_healthy_24h"
2.49686778192562,6.22917854468221,6.13580814960458,3.4926142326332e-07,0.000395072879948025,6.17107400862101,"Cebpd","tumor_vs_healthy_24h"
3.40367705822406,0.534057934446703,6.00014240391094,5.37806591285341e-07,0.000545176004952927,5.79921157164596,"Ccl11","tumor_vs_healthy_24h"
2.80016093808103,7.43701589303115,5.98615698150723,5.62285551004934e-07,0.000545176004952927,5.76082637257309,"Timp1","tumor_vs_healthy_24h"
2.34796484332916,8.05242272767496,5.83057330736313,9.22604882569885e-07,0.000812011063133465,5.33327828021671,"Ccl2","tumor_vs_healthy_24h"
2.28706842789896,8.1519156213672,5.81902727082321,9.5713695374506e-07,0.000812011063133465,5.30151641700167,"Mt2","tumor_vs_healthy_24h"
3.05133137269333,5.17935495168575,5.62731197971838,1.76131313503757e-06,0.001406356735,4.77368307362666,"Ifitm1","tumor_vs_healthy_24h"
4.70333546996665,2.59808626388982,5.5437774470793,2.29683960678973e-06,0.00173207226792021,4.54354151143451,"U90926","tumor_vs_healthy_24h"
-1.44615481320634,7.59191803867431,-5.46759116858905,2.92545840418956e-06,0.00209000907255101,4.33363813871384,"Ehd4","tumor_vs_healthy_24h"
2.84568721374744,6.53676730655579,5.3273686622126,4.56328692217585e-06,0.00309710283408075,3.94745736743928,"Ccl7","tumor_vs_healthy_24h"
3.24267126323029,0.377017170000367,5.08376252990789,9.85153205960185e-06,0.00636784267509693,3.27785730389166,"Arg2","tumor_vs_healthy_24h"
3.86426631398212,1.81843868502334,5.04361620362911,1.11788535976974e-05,0.00689735266977931,3.16776559847374,"Steap4","tumor_vs_healthy_24h"
3.77412837724139,4.60581728087927,4.87243797864693,1.91302595714789e-05,0.0112901801488372,2.69953146680565,"Cxcl1","tumor_vs_healthy_24h"
3.10394586870812,0.277820986083032,4.84003487715267,2.11709051245682e-05,0.0115183347427357,2.61114968087234,"Ptgs2os2","tumor_vs_healthy_24h"
2.47813812308819,0.0144724830500697,4.83938491185006,2.12139655641957e-05,0.0115183347427357,2.60937777904646,"Gm26902","tumor_vs_healthy_24h"
-2.50940268553241,0.179136785212972,-4.71789622059489,3.09870032986345e-05,0.0161775993375256,2.27887631817056,"Aplnr","tumor_vs_healthy_24h"
2.59349627967982,-0.08195493023986,4.69246715816685,3.35368154744232e-05,0.0168603234536971,2.2098868736284,"H2-Q7","tumor_vs_healthy_24h"
4.38636279501215,3.90036171151825,4.67143689888136,3.58010069355114e-05,0.0173558167193797,2.15288487483714,"Cxcl5","tumor_vs_healthy_24h"
1.06529818205601,10.6995340905517,4.54266346027859,5.33387046862448e-05,0.0249661923245202,1.80498957791804,"Fth1","tumor_vs_healthy_24h"
