"gene","logFC_6h","FDR_6h","logFC_12h","FDR_12h","logFC_24h","FDR_24h","n_up_fdr05","n_down_fdr05","mean_logFC"
"Cacnb4",-0.0354915519449976,0.990550035942156,-1.41717005353717,0.999984452942187,-1.18685075425107,0.999883655288253,0,0,-0.879837453244414
"Zfp143",-2.24158207464356,0.09890543303455,0.227139887739857,0.999984452942187,-0.625695688095538,0.999883655288253,0,0,-0.880045958333081
"2610015P09Rik",-1.37854925751234,0.336089123305592,-0.958727016243947,0.999984452942187,-0.309846762470444,0.999883655288253,0,0,-0.882374345408911
"Gm13889",0.909481504994806,0.174899519091734,-1.86566296993245,0.0321760961847821,-1.69395856372994,0.104386394183515,0,1,-0.883380009555862
"Commd10",-1.99841786147462,0.157621940925239,-0.933256153028702,0.999984452942187,0.278407730052223,0.999883655288253,0,0,-0.884422094817034
"Tlcd1",-1.40508445251579,0.225418159295793,-0.790119775242915,0.999984452942187,-0.458475179994044,0.999883655288253,0,0,-0.88455980258425
"Tmem120b",-1.75511718729954,0.14623051554284,-0.418884195409403,0.999984452942187,-0.48007315437365,0.999883655288253,0,0,-0.884691512360863
"2810032G03Rik",-1.34846833229185,0.232354671281458,-0.135833526483636,0.999984452942187,-1.17093008176349,0.999883655288253,0,0,-0.885077313512993
"Ntan1",-2.08732265953719,0.0257591953945911,-0.186605492268155,0.999984452942187,-0.381687714557269,0.999883655288253,0,1,-0.885205288787537
"2010001A14Rik",-1.4637524482374,0.236287174528864,-0.894986974865299,0.999984452942187,-0.2974863231336,0.999883655288253,0,0,-0.885408582078767
"Cnksr3",-1.3334444852993,0.305414784405817,-0.879706837097207,0.999984452942187,-0.443109070074845,0.999883655288253,0,0,-0.885420130823782
"Fam120b",-1.76838073248256,0.169825001238454,-0.434626183665523,0.999984452942187,-0.455824615195861,0.999883655288253,0,0,-0.886277177114648
"Exo1",-2.06715197890661,0.120081579926513,-0.366700103293352,0.999984452942187,-0.226438945699714,0.999883655288253,0,0,-0.886763675966558
"Fam214a",-1.71448090366711,0.226488950539694,-0.380165375028295,0.999984452942187,-0.567081179414625,0.999883655288253,0,0,-0.887242486036678
"Sel1l3",-0.284741877456633,0.888534929853108,-1.05148233694878,0.999984452942187,-1.32589927419291,0.999883655288253,0,0,-0.887374496199441
"Nuak2",-2.7262335674974,0.0239035999465352,-0.268015719993885,0.999984452942187,0.330774188188682,0.999883655288253,0,1,-0.887825033100866
"Gm14892",-5.60920400219187,0.0209151657413395,2.4416963824938,0.999984452942187,0.502799170769262,0.999883655288253,0,1,-0.888236149642935
"Ralgapa1",-1.81066192866951,0.060011545666846,-0.490433766242286,0.999984452942187,-0.365121314077589,0.999883655288253,0,0,-0.888739002996462
"Hcfc2",-2.10763606308048,0.0464189556750946,-0.284178132621503,0.999984452942187,-0.280532065659042,0.999883655288253,0,1,-0.890782087120343
"Tpgs2",-2.62411384679961,0.0275082153768085,-0.0908266381676857,0.999984452942187,0.041502654159443,0.999883655288253,0,1,-0.891145943602619
"Pdp1",-2.038243970083,0.132991686510115,0.094093042621274,0.999984452942187,-0.729934193592215,0.999883655288253,0,0,-0.891361707017981
"Tgfb1",-2.38099112807908,0.0422185989373334,0.149638848410154,0.999984452942187,-0.443553877791847,0.999883655288253,0,1,-0.891635385820258
"Slc26a11",-1.19839998796532,0.330414032762933,-0.7356129123836,0.999984452942187,-0.742465112487009,0.999883655288253,0,0,-0.892159337611977
"Pik3ip1",-1.192414874106,0.403279223309013,-0.361692466700807,0.999984452942187,-1.12483704422318,0.999883655288253,0,0,-0.892981461676663
"Tbc1d16",-0.279643581495014,0.877062871125762,-1.04318652211417,0.999984452942187,-1.35967712215096,0.999883655288253,0,0,-0.894169075253379
"Snhg5",-2.8670924796602,0.0271610080351079,0.00182700215990295,0.999984452942187,0.180911177143506,0.999883655288253,0,1,-0.894784766785598
"Cenpo",-1.48269899325453,0.30950508475455,-0.755030265357889,0.999984452942187,-0.44663352821901,0.999883655288253,0,0,-0.894787595610475
"Gm15696",-0.810548715028237,0.594629648605752,-1.7877944729405,0.999984452942187,-0.0860492102775042,0.999883655288253,0,0,-0.894797466082081
"Kitl",-1.95192278757758,0.0709035855343501,-0.352233282419109,0.999984452942187,-0.380398053047761,0.999883655288253,0,0,-0.89485137434815
"Cep85l",-1.08770070197626,0.548800432318487,-1.55069823764431,0.999984452942187,-0.0478726910733709,0.999883655288253,0,0,-0.895423876897981
"Mrc2",-1.97805303353359,0.0590155753279158,-0.0130868871732615,0.999984452942187,-0.701373602624456,0.999883655288253,0,0,-0.897504507777104
"Kcnt2",0.501005178135957,0.700013954119849,-2.08481796721704,0.500426417458792,-1.10995245349433,0.999883655288253,0,0,-0.89792174752514
"Smarcd2",-2.49761261200454,0.0135719410349157,0.0647871455854112,0.999984452942187,-0.262384727436467,0.999883655288253,0,1,-0.898403397951867
"Nptx2",-0.947055993634918,0.551489195550722,-1.04986244205948,0.999984452942187,-0.699270159991115,0.999883655288253,0,0,-0.898729531895171
"Nf1",-2.11645095790335,0.108537240329108,-0.458582038339372,0.999984452942187,-0.124688479445694,0.999883655288253,0,0,-0.899907158562804
"Nck2",-2.01763477920521,0.0472035994712689,-0.428815066482706,0.999984452942187,-0.255738796316648,0.999883655288253,0,1,-0.900729547334854
"Rps6ka2",-0.791116114657747,0.598885035095553,-0.7338521754786,0.999984452942187,-1.17941648349817,0.999883655288253,0,0,-0.901461591211507
"Dixdc1",-0.305356576907868,0.852816306184745,-1.6407972563257,0.999984452942187,-0.759270502647075,0.999883655288253,0,0,-0.901808111960216
"Leng8",-2.36892955686425,0.0769375882073011,-0.174934809152699,0.999984452942187,-0.163579739394753,0.999883655288253,0,0,-0.902481368470568
"Gm14292",-0.328348727526322,0.843815363882935,-1.83221740014534,0.999984452942187,-0.549990823355567,0.999883655288253,0,0,-0.903518983675744
"RP23-45H9.13",0,1,-2.12997919093359,0.0849512408445595,-0.587552584575583,0.999883655288253,0,0,-0.905843925169724
"Usp40",-2.58649150519495,0.0317035915485291,-0.221135623616427,0.999984452942187,0.087956319557426,0.999883655288253,0,1,-0.906556936417983
"Pxylp1",-0.0515520533760583,0.957500703029334,-1.33970998281165,0.242640112750771,-1.32998339315055,0.288771451474034,0,0,-0.907081809779419
"Lgr4",-1.92466883228359,0.120740274584096,-0.422654933569547,0.999984452942187,-0.374324115868549,0.999883655288253,0,0,-0.907215960573895
"Kcnd2",-1.34675135034318,0.315325290361021,-0.719795158235676,0.999984452942187,-0.65554628861729,0.999883655288253,0,0,-0.907364265732047
"Strbp",-0.869912739387793,0.145501156010993,-1.16783842560172,0.500426417458792,-0.691850319549772,0.999883655288253,0,0,-0.909867161513093
"Kif26b",-1.43730052911545,0.306578063200349,-0.958181001163791,0.999984452942187,-0.336564911212922,0.999883655288253,0,0,-0.910682147164054
"Rab27b",0.0881358394852088,0.9683625815948,-1.2413600054998,0.999984452942187,-1.57941823154548,0.999883655288253,0,0,-0.910880799186691
"Ppp2r3c",-1.25856345509204,0.238974227238323,-1.10772310337093,0.999984452942187,-0.371297105038373,0.999883655288253,0,0,-0.912527887833782
"Pgbd5",-0.430547809484426,0.777770743966624,-1.170952364745,0.999984452942187,-1.13641422905364,0.999883655288253,0,0,-0.912638134427689
"Nkd1",-0.911347395169064,0.591790053275071,-1.28271843136618,0.999984452942187,-0.544340595610328,0.999883655288253,0,0,-0.912802140715191
"Tspan32",-1.30676908682709,0.50740492314647,-0.5425993972648,0.999984452942187,-0.889241268497362,0.999883655288253,0,0,-0.912869917529749
"Lmln",-0.398015504069882,0.823510266488861,-1.18734254131602,0.999984452942187,-1.15431843710372,0.999883655288253,0,0,-0.913225494163209
"Srcin1",-1.20958641557964,0.383683140433631,-0.702025729053847,0.999984452942187,-0.828633602374721,0.999883655288253,0,0,-0.913415249002738
"Lfng",-1.28228548302046,0.310887359550273,-0.915783899646693,0.999984452942187,-0.546175608022241,0.999883655288253,0,0,-0.914748330229797
"Zfp937",-2.34435112057176,0.108438140621101,0.145613965822838,0.999984452942187,-0.54581898870864,0.999883655288253,0,0,-0.914852047819187
"Fam222a",-1.85695112985616,0.157858707124357,0.365241272630199,0.999984452942187,-1.25323778894175,0.999883655288253,0,0,-0.914982548722573
"Hdac9",-1.62483915075861,0.277427640714434,-0.130157130294775,0.999984452942187,-0.992179373252278,0.999883655288253,0,0,-0.915725218101887
"Hexdc",-1.54294799340839,0.125417044422126,-0.123181271865729,0.999984452942187,-1.08160731914699,0.999883655288253,0,0,-0.915912194807037
"Tmcc2",-2.03241924094268,0.0817962763075228,-0.628248750901024,0.999984452942187,-0.0870951670527798,0.999883655288253,0,0,-0.915921052965496
"Fsbp",-0.707330560807517,0.539606925417149,-1.95389892604696,0.50807719442989,-0.0879849496651186,0.999883655288253,0,0,-0.9164048121732
"Kcnd3",-1.59008608862099,0.162323137149729,-1.01114733420156,0.999984452942187,-0.149706021943241,0.999883655288253,0,0,-0.91697981492193
"Lrp3",-0.403785563141494,0.810140706755881,-1.54880803775411,0.999984452942187,-0.799508801861188,0.999883655288253,0,0,-0.917367467585597
"Cyb5d2",-2.2167376354146,0.137517305700847,-0.652547470452363,0.999984452942187,0.112392951794376,0.999883655288253,0,0,-0.91896405135753
"Pdzrn4",0.73695174873023,0.587642067579694,-1.29980684388947,0.999984452942187,-2.19483867296205,0.716289971325699,0,0,-0.91923125604043
"Neurl2",0.0358288269060861,0.992783645221974,-2.23316752273721,0.999984452942187,-0.561110197928067,0.999883655288253,0,0,-0.919482964586398
"Zdbf2",-1.61012915183607,0.365933460314213,-0.974872883002133,0.999984452942187,-0.173801454464471,0.999883655288253,0,0,-0.919601163100891
"H2afy2",-2.25812405844327,0.0813392613201332,-0.0891048259499945,0.999984452942187,-0.413528539176811,0.999883655288253,0,0,-0.920252474523357
"Inmt",-0.799223375161765,0.563692928063024,-0.947859830034738,0.999984452942187,-1.01684760371043,0.999883655288253,0,0,-0.921310269635643
"Snora68",-1.32132911799936,0.325017692350482,-0.78508174941859,0.999984452942187,-0.661315879592904,0.999883655288253,0,0,-0.922575582336951
"Pou3f4",-0.657030216857635,0.681731849347528,-1.9080728151369,0.999984452942187,-0.204067545324154,0.999883655288253,0,0,-0.92305685910623
"Tbx2",-1.18610875838892,0.396130186650799,-0.648371703428795,0.999984452942187,-0.934861031699323,0.999883655288253,0,0,-0.923113831172347
"Spink10",-0.834712565611226,0.622746108885917,-1.46341596038069,0.999984452942187,-0.471983134746356,0.999883655288253,0,0,-0.923370553579424
"Opn3",-0.990001440289828,0.51889130234163,-0.326421730120448,0.999984452942187,-1.45679257979282,0.999883655288253,0,0,-0.924405250067698
"Zfp185",-0.470868264590244,0.787169834324867,-1.1214823119322,0.999984452942187,-1.1819975348012,0.999883655288253,0,0,-0.92478270377455
"Mras",-1.60631308574191,0.10395294547369,-0.60792976477525,0.999984452942187,-0.560570423282906,0.999883655288253,0,0,-0.924937757933355
"Ackr4",-0.120509228646861,0.955282469558957,-1.53328803334167,0.999984452942187,-1.12109133384961,0.999883655288253,0,0,-0.92496286527938
"Dock4",-0.810973603501496,0.606561558416179,-1.2707310997351,0.999984452942187,-0.69746399483242,0.999883655288253,0,0,-0.926389566023004
"Tmem180",-1.22562293403827,0.295426780119685,-1.07638236130924,0.999984452942187,-0.47841446688773,0.999883655288253,0,0,-0.926806587411746
"Gdap10",-2.58187172591641,0.0454770645593782,-0.843371738402612,0.999984452942187,0.642031264336172,0.999883655288253,0,1,-0.927737399994282
"Nebl",-1.45851979552364,0.241389040380594,-0.341231779122289,0.999984452942187,-0.985341255523669,0.999883655288253,0,0,-0.928364276723199
"Ptprcap",-2.06045479862456,0.213163374619745,-0.355299655925078,0.999984452942187,-0.370098072464807,0.999883655288253,0,0,-0.928617509004814
"Vgll4",-1.66387737159786,0.0329750337405263,-0.589691331422915,0.999984452942187,-0.534855054625425,0.999883655288253,0,1,-0.929474585882068
"Dgkh",-0.372341555357044,0.84492402200444,-1.3429757837615,0.999984452942187,-1.07581187852269,0.999883655288253,0,0,-0.930376405880413
"Peg3",-0.354775404526747,0.773473017590413,-1.61799325396695,0.954154442945078,-0.821425995685615,0.999883655288253,0,0,-0.931398218059771
"Bend7",-1.44314634706587,0.310205200219815,-1.85830274618152,0.999984452942187,0.503850067649876,0.999883655288253,0,0,-0.932533008532505
"Gprasp1",-1.63731513506636,0.2720590803276,-0.675067299505753,0.999984452942187,-0.485543426614852,0.999883655288253,0,0,-0.932641953728989
"Prickle1",-1.87181354679579,0.15878418431895,-0.567873163243106,0.999984452942187,-0.360072058517384,0.999883655288253,0,0,-0.933252922852093
"Ccdc88c",-1.45844639820862,0.293970659019488,-0.76981957378629,0.999984452942187,-0.57239026911539,0.999883655288253,0,0,-0.933552080370098
"Fam57b",-2.32492047066934,0.128628191940502,0.436979507437562,0.999984452942187,-0.916119382391038,0.999883655288253,0,0,-0.934686781874272
"Tmem181a",-1.89492317437178,0.202515083501634,-0.719786639230004,0.999984452942187,-0.192449323119311,0.999883655288253,0,0,-0.935719712240364
"Tmem246",-0.701068162543261,0.628925145514728,-0.991565069131465,0.999984452942187,-1.11643830182572,0.999883655288253,0,0,-0.936357177833482
"Ache",-1.85925031224682,0.198063495416108,-0.282915303654864,0.999984452942187,-0.667291782752906,0.999883655288253,0,0,-0.936485799551528
"D3Ertd751e",-1.58562377028317,0.347163750557074,-0.372296220150677,0.999984452942187,-0.853451323311406,0.999883655288253,0,0,-0.937123771248417
"Gucy1a3",0.287873171047686,0.890356563825342,-1.55018991316701,0.999984452942187,-1.54924782103133,0.999883655288253,0,0,-0.937188187716886
"Cenph",-2.8638115151173,0.0149903689296955,-0.117011928529013,0.999984452942187,0.168630193962517,0.999883655288253,0,1,-0.937397749894597
"Tmem178",-0.129979706329084,0.94219229566009,-1.57021425575111,0.999984452942187,-1.12082759847118,0.999883655288253,0,0,-0.940340520183791
"Thap2",-2.89036309727103,0.0382524570930202,0.164332800230889,0.999984452942187,-0.0955626547514101,0.999883655288253,0,1,-0.940530983930518
"Gm9847",-0.53186238868284,0.694577499169898,-1.99984893199838,0.73093922785268,-0.292537020878618,0.999883655288253,0,0,-0.94141611385328
"Fbxo18",-2.79184284587138,0.0339021180149487,0.20053005096698,0.999984452942187,-0.237164181202739,0.999883655288253,0,1,-0.942825658702381
"Lrrc24",-2.19595923426667,0.0957321579253618,-0.610427547815751,0.999984452942187,-0.0227475604203682,0.999883655288253,0,0,-0.943044780834264
"Klhl8",-1.48292381260054,0.343592185669029,-0.628749744575326,0.999984452942187,-0.719188903297538,0.999883655288253,0,0,-0.943620820157803
"Mmp16",-0.448290750913508,0.829296537644009,-1.72149924356401,0.999984452942187,-0.662076460349261,0.999883655288253,0,0,-0.943955484942261
"Slx4",-3.31830408234284,0.0236869736913723,0.628401994654227,0.999984452942187,-0.142286948089931,0.999883655288253,0,1,-0.94406301192618
"Htr3b",-0.71179172158052,0.520279248874692,-2.12831350435709,0.268963318878692,0.00518594714392207,0.999883655288253,0,0,-0.944973092931228
"Slc1a2",-0.748660371280323,0.543507659434035,-1.23970564133679,0.999984452942187,-0.84714447810751,0.999883655288253,0,0,-0.945170163574876
"Mbp",-3.4401249286415,0.0353885682788814,0.482827879558463,0.999984452942187,0.120343388738446,0.999883655288253,0,1,-0.945651220114863
"Rasl11b",-0.0084935788266165,0.9999833100394,-1.37262601319175,0.999984452942187,-1.45592653396109,0.999883655288253,0,0,-0.945682041993152
"Nipal2",-0.334335067349559,0.780474629063229,-1.54546794581519,0.996853092594189,-0.957359140515376,0.999883655288253,0,0,-0.945720717893375
"Gpr126",-1.83733948397803,0.219056580071992,-1.26502569384373,0.999984452942187,0.25818054973003,0.999883655288253,0,0,-0.948061542697243
"Mtus2",-0.382564314522527,0.589227113754746,-1.38379921769553,0.199109422343341,-1.08217145231919,0.900439215896297,0,0,-0.949511661512415
"Scrn1",-1.0964921120832,0.304334601109724,-0.63859187934886,0.999984452942187,-1.11499791115553,0.999883655288253,0,0,-0.950027300862532
"Adrb3",-1.40740527848034,0.189530386395842,0.332599222948327,0.999984452942187,-1.77807257381086,0.999883655288253,0,0,-0.950959543114291
"Abcb4",-2.30139086203679,0.119998965471259,-0.110238402511062,0.999984452942187,-0.441527086826296,0.999883655288253,0,0,-0.951052117124717
"Fitm2",-2.34997973548196,0.0455071322112115,-0.273305090239422,0.999984452942187,-0.232781559148956,0.999883655288253,0,1,-0.952022128290111
"9330158H04Rik",0.388861416543571,0.808804136486679,-2.1658754418546,0.812689027650956,-1.07991726113303,0.999883655288253,0,0,-0.952310428814687
"Hist2h3c2",-1.30005710653103,0.390611231021401,-1.37727342694048,0.999984452942187,-0.180608936393963,0.999883655288253,0,0,-0.952646489955159
"Shf",-1.99871341623707,0.187502235306839,-1.05165195265034,0.999984452942187,0.191396959989744,0.999883655288253,0,0,-0.952989469632553
"Arhgap27",0.317105374401528,0.84457687492928,-1.67694641148537,0.999984452942187,-1.50013190514107,0.999883655288253,0,0,-0.953324314074973
"Macrod2",-1.27007862122238,0.433063629697412,-0.993849890798776,0.999984452942187,-0.596726565433408,0.999883655288253,0,0,-0.953551692484856
"Hoxc9",-1.09767453512059,0.357126395383877,-1.16496324580893,0.999984452942187,-0.604998412204584,0.999883655288253,0,0,-0.9558787310447
"Slc37a1",-1.7166224131527,0.262090266632112,-0.912205992636088,0.999984452942187,-0.239218270893806,0.999883655288253,0,0,-0.956015558894197
"Coa4",-2.60959589989865,0.0662737057553512,-0.0749547954470953,0.999984452942187,-0.184377779605226,0.999883655288253,0,0,-0.956309491650322
"Phf8",-3.08018532431033,0.0180157131553831,0.472719146430614,0.999984452942187,-0.270738684028492,0.999883655288253,0,1,-0.959401620636069
"BC005624",-2.26172055123575,0.0428569587250182,-0.411299988642983,0.999984452942187,-0.207810593297468,0.999883655288253,0,1,-0.960277044392067
"Elfn1",-1.09171730270867,0.436911839077063,-0.839827943144846,0.999984452942187,-0.951200709515105,0.999883655288253,0,0,-0.960915318456207
"Rab4a",-1.66006846413238,0.115499261713852,-0.493719411416008,0.999984452942187,-0.730899498403227,0.999883655288253,0,0,-0.961562457983873
"Cacnb2",-0.926558283052054,0.582319501788803,-0.998874289424132,0.999984452942187,-0.962016815512123,0.999883655288253,0,0,-0.962483129329437
"Manba",-1.8226229751122,0.279399028073881,0.126565731294283,0.999984452942187,-1.19233370756932,0.999883655288253,0,0,-0.962796983795742
"Clic5",0.248590236967088,0.882011815556146,-1.63886015685274,0.999984452942187,-1.49984104297978,0.999883655288253,0,0,-0.963370320955144
"Tmub1",-3.08808937458555,0.0322687533443008,0.270464920158782,0.999984452942187,-0.0741872422178713,0.999883655288253,0,1,-0.96393723221488
"Txlnb",-2.4826682195423,0.102933473085459,-0.387719772137107,0.999984452942187,-0.0242234892890867,0.999883655288253,0,0,-0.964870493656164
"Tcam1",-1.81549691964476,0.139012448866573,-0.331537947053453,0.999984452942187,-0.749184946864252,0.999883655288253,0,0,-0.96540660452082
"Slc22a5",-1.53974527202757,0.125417044422126,-1.26136540664982,0.999984452942187,-0.0975848492501065,0.999883655288253,0,0,-0.966231842642499
"Bmi1",-2.78950632860808,0.0183671668580535,0.104151948303184,0.999984452942187,-0.221352643398211,0.999883655288253,0,1,-0.968902341234367
"Laptm5",-3.16742717050884,0.062346799527806,0.472758465880837,0.999984452942187,-0.213581022806061,0.999883655288253,0,0,-0.969416575811355
"Padi2",-3.28097449598668,0.0315607859752388,0.696450972343047,0.999984452942187,-0.323888987072687,0.999883655288253,0,1,-0.969470836905439
"Prob1",-1.30937398815658,0.219341440388768,-0.875171485040335,0.999984452942187,-0.726522180409419,0.999883655288253,0,0,-0.970355884535446
"Rasgef1b",-0.982731441375667,0.505857119393456,-0.32328904542481,0.999984452942187,-1.61132209736271,0.999883655288253,0,0,-0.972447528054395
"Foxj2",-1.9528106106964,0.0582552101631116,-0.451372203343978,0.999984452942187,-0.519903233293801,0.999883655288253,0,0,-0.974695349111392
"Fbn2",0.00329483108578454,1,-1.56487100584174,0.0575588098631566,-1.36645616610578,0.20238384440422,0,0,-0.976010780287246
"Kctd12",-0.783251813947966,0.61600883327423,-1.23943586190505,0.999984452942187,-0.907260793037286,0.999883655288253,0,0,-0.976649489630102
"Cpne5",-0.903917654369118,0.469970313447624,-0.153690169458689,0.999984452942187,-1.8747452524748,0.999883655288253,0,0,-0.977451025434203
"Efcab2",-3.11403013789417,0.0421991310524717,0.170651646220884,0.999984452942187,0.0107222276066079,0.999883655288253,0,1,-0.977552088022227
"Gngt2",-1.63966017816345,0.201176103463702,-0.829493748293056,0.999984452942187,-0.466828055852117,0.999883655288253,0,0,-0.978660660769542
"AK129341",-1.10847690549603,0.394015574736163,-1.51172406193963,0.999984452942187,-0.319122989817395,0.999883655288253,0,0,-0.979774652417686
"5033428I22Rik",-2.69639678533934,0.0426347650050686,-0.196201868210123,0.999984452942187,-0.0467276386261553,0.999883655288253,0,1,-0.979775430725207
"Thsd7a",-2.36264009485118,0.0425062777217501,-0.44041067374194,0.999984452942187,-0.139659238663296,0.999883655288253,0,1,-0.98090333575214
"Msi1",-1.67884371146808,0.159472499331004,-0.853272454397785,0.999984452942187,-0.413064571951411,0.999883655288253,0,0,-0.981726912605759
"Popdc2",-0.356012617786386,0.828252858186478,-1.48229231452342,0.999984452942187,-1.11725709353798,0.999883655288253,0,0,-0.985187341949261
"E030013I19Rik",-0.337477850005979,0.819613786840274,-1.50761119332639,0.999984452942187,-1.11261089359252,0.999883655288253,0,0,-0.985899978974962
"Tspan2",-1.27144501421764,0.434793662254267,-1.79446136618724,0.999984452942187,0.107035527163456,0.999883655288253,0,0,-0.986290284413809
"Pde1b",-2.88950315573481,0.0655087259878623,0.474531794825993,0.999984452942187,-0.545736755221849,0.999883655288253,0,0,-0.98690270537689
"Rybp",-0.935753721304479,0.557462596221564,-1.01146113952316,0.999984452942187,-1.01739487912348,0.999883655288253,0,0,-0.988203246650373
"Mapk4",0.264019462150985,0.888726199713914,-1.67380571555719,0.999984452942187,-1.55775055146712,0.999883655288253,0,0,-0.989178934957775
"Trdn",-2.13509960409968,0.11036020428218,-0.205253403079374,0.999984452942187,-0.627780857386332,0.999883655288253,0,0,-0.989377954855127
"Cdc42ep5",-2.85214474111338,0.0285567824259822,-0.318399874519103,0.999984452942187,0.201907783131328,0.999883655288253,0,1,-0.989545610833718
"Dmd",-2.3684703668576,0.0548708771756512,-0.00633107713155745,0.999984452942187,-0.597032917993292,0.999883655288253,0,0,-0.990611453994148
"Gcnt1",-0.953390648244686,0.540069030497181,-0.496604257386557,0.999984452942187,-1.52191438155698,0.999883655288253,0,0,-0.990636429062742
"Esco1",-1.38543903571826,0.390626612311606,-0.937251528174186,0.999984452942187,-0.655422664605967,0.999883655288253,0,0,-0.992704409499471
"Fam13c",-1.31038945828172,0.400175986391569,-1.04901341211596,0.999984452942187,-0.619692088307613,0.999883655288253,0,0,-0.993031652901764
"Polr3f",-1.82582915198366,0.186515589005363,-0.990795613965028,0.999984452942187,-0.163067563078471,0.999883655288253,0,0,-0.993230776342388
"Lrrc51",-0.560114968458733,0.676035983643315,-1.20336818765298,0.999984452942187,-1.21637004856496,0.999883655288253,0,0,-0.99328440155889
"Osbpl6",-0.911551632143275,0.581262284346216,-1.77659416870658,0.999984452942187,-0.292133957009896,0.999883655288253,0,0,-0.993426585953251
"Pnmal2",-1.98412408640964,0.162932689023254,-0.662817850697246,0.999984452942187,-0.335436241972806,0.999883655288253,0,0,-0.994126059693231
"Slc16a9",-0.560815091351993,0.72959973518846,-1.4861106504874,0.999984452942187,-0.935516052128255,0.999883655288253,0,0,-0.994147264655883
"Helb",-2.71293952557301,0.0244633543798598,0.0701183771727276,0.999984452942187,-0.344715313381927,0.999883655288253,0,1,-0.995845487260735
"Arhgef28",-1.54428965158627,0.236287174528864,-1.22678845355784,0.999984452942187,-0.218004932235377,0.999883655288253,0,0,-0.99636101245983
"Sdccag8",-2.58331983673325,0.0304386850124922,-0.763858684504601,0.999984452942187,0.356994999679335,0.999883655288253,0,1,-0.996727840519505
"Cep83",-2.52962331359878,0.0773227830935593,-0.202666579542238,0.999984452942187,-0.25811140386446,0.999883655288253,0,0,-0.99680043233516
"Pknox2",-2.83592111538489,0.0510716244173869,-0.395078557618491,0.999984452942187,0.239725376976216,0.999883655288253,0,0,-0.997091432009055
"Ttn",-5.60234087188845,0.0169314402051962,2.30611109475068,0.999984452942187,0.304490920653594,0.999883655288253,0,1,-0.997246285494726
"Nacad",-2.14879554930903,0.128901442232481,-0.255489365445155,0.999984452942187,-0.589019379233494,0.999883655288253,0,0,-0.997768097995894
"Ldoc1l",-1.73808801839466,0.15333695398197,0.176697437818466,0.999984452942187,-1.43770779562765,0.999883655288253,0,0,-0.999699458734614
"Syndig1",-0.620101912068071,0.643371576740399,-0.579052435932802,0.999984452942187,-1.80274519742798,0.999883655288253,0,0,-1.00063318180962
"Dera",-3.1267341717096,0.0139379974845737,-0.0345385355914054,0.999984452942187,0.145713842399235,0.999883655288253,0,1,-1.00518628830059
"Gsta4",-0.918317623742952,0.592629925893547,-1.2521616111309,0.999984452942187,-0.852800591699935,0.999883655288253,0,0,-1.00775994219126
"Tacc2",-1.53336252990337,0.120081579926513,-0.751987450097579,0.999984452942187,-0.739196203279009,0.999883655288253,0,0,-1.00818206109332
"D130007C19Rik",-1.23233533021521,0.454039700909283,-0.688064454455868,0.999984452942187,-1.10465858210139,0.999883655288253,0,0,-1.00835278892416
"Bik",-0.555029922718289,0.648528934329558,-1.7288539762699,0.917249892026734,-0.742969297318316,0.999883655288253,0,0,-1.0089510654355
"Igsf9",-0.423673229183371,0.791405162240267,-1.24183377328269,0.999984452942187,-1.36249119180288,0.999883655288253,0,0,-1.00933273142298
"Gpr20",0.0415732498722106,0.984823414261821,-1.3925611050712,0.999984452942187,-1.678255254388,0.999883655288253,0,0,-1.00974770319566
"Bloc1s6",-2.7805238105133,0.0339021180149487,-0.376052708837123,0.999984452942187,0.12603024442139,0.999883655288253,0,1,-1.01018209164301
"Kazald1",0.519076910643605,0.790648156572457,-1.92611512372084,0.999984452942187,-1.62549030954367,0.999883655288253,0,0,-1.01084284087363
"Map2",-2.77102327424167,0.0137538161917017,-0.209335624636863,0.999984452942187,-0.0569290157117734,0.999883655288253,0,1,-1.01242930486344
"Gm16039",-1.54227526052053,0.187502235306839,-1.26330590302172,0.999984452942187,-0.233490167542289,0.999883655288253,0,0,-1.01302377702818
"4930558J18Rik",-1.40188220188723,0.122321078079573,-0.330611819941946,0.999984452942187,-1.31041774357589,0.999883655288253,0,0,-1.01430392180169
"Krit1",-2.4973196228065,0.0389586832612356,0.018462934689718,0.999984452942187,-0.56929087009432,0.999883655288253,0,1,-1.01604918607037
"Kcna6",-1.75367715903152,0.115092855497133,-0.481903739461182,0.999984452942187,-0.812636149311388,0.999883655288253,0,0,-1.01607234926803
"Acad9",-2.28609077443382,0.100226114617232,-0.425550320664366,0.999984452942187,-0.337115932329087,0.999883655288253,0,0,-1.01625234247576
"Gfra4",-1.67468095176091,0.189288924928678,-0.715017853625877,0.999984452942187,-0.659387835406977,0.999883655288253,0,0,-1.01636221359792
"Lrtm1",0.15270659545426,0.94617489662233,-1.25461420640282,0.999984452942187,-1.95176602572193,0.999883655288253,0,0,-1.0178912122235
"Tox3",-0.370284172621365,0.857814778987215,-1.54727212732617,0.999984452942187,-1.13744717207743,0.999883655288253,0,0,-1.01833449067499
"Zdhhc2",-2.1886491924771,0.155055885398129,-0.42721465913485,0.999984452942187,-0.442360062990112,0.999883655288253,0,0,-1.01940797153402
"Ankmy2",-1.93400271422089,0.144169093041396,-0.656900800597106,0.999984452942187,-0.470096274962228,0.999883655288253,0,0,-1.02033326326008
